epoch,accuracy,loss,val_accuracy,val_loss
0,0.3318335,9.548351878390404,0.29842931032180786,88.60085136852963
1,0.60517436,1.6425427488052402,0.3324607312679291,23.03286280806776
2,0.6805399,1.3265004494595178,0.2591623067855835,14.212421057736062
3,0.7502812,0.9355541358380269,0.34554973244667053,5.132076992414385
4,0.79302585,0.6422327696539554,0.37958115339279175,6.422841945867888
5,0.8368954,0.5365669778281041,0.27225130796432495,11.115438256588282
6,0.8897638,0.36344976662851963,0.6492146849632263,1.4972018558941587
7,0.87401575,0.48421495259478603,0.5340313911437988,2.291960150783599
8,0.8616423,0.4828602546916099,0.5523560047149658,2.425626915786903
9,0.9167604,0.25860194099231026,0.6335078477859497,1.808351468041305
10,0.9268841,0.21389545292433254,0.7068063020706177,1.3920722606918574
11,0.9448819,0.1696246646855894,0.735602080821991,1.367957396657055
12,0.97075367,0.10227919435306662,0.6256544589996338,2.2757923141199883
13,0.9651294,0.08940567205271382,0.698952853679657,1.2540406631549617
14,0.9651294,0.09959671922112921,0.7434554696083069,1.2092836187147968
15,0.9831271,0.054992061596535594,0.7801046967506409,1.1510279153654088
16,0.9966254,0.02838024751391132,0.7748690843582153,1.100049199858261
17,0.9966254,0.019959021105113595,0.7931936979293823,0.9796714486251951
18,1.0,0.012551796445004952,0.7984293103218079,0.9193675680310315
19,1.0,0.01414783029917615,0.7958115339279175,0.9878964857905322
20,0.9977503,0.008689516190836506,0.8036649227142334,1.0115675011854521
21,0.99887514,0.011642198315093501,0.801047146320343,1.0014976213115672
22,0.9977503,0.010145745106058193,0.801047146320343,0.9408918984273341
23,0.99887514,0.008937505922407012,0.8036649227142334,0.9994692477880348
24,0.99887514,0.01074917309711131,0.7984293103218079,0.9369590185699662
25,0.984252,0.04983410642338818,0.6858638525009155,1.371855604086871
26,0.9538808,0.12092656986651726,0.5968586206436157,2.736485507475768
27,0.93363327,0.2461181856834312,0.4738219976425171,5.33911903241542
28,0.96287966,0.11833762359376934,0.32722511887550354,6.259804041597856
29,0.92350954,0.3122610812011532,0.21727748215198517,14.33172195494487
30,0.92013496,0.35116269778883497,0.6335078477859497,1.8888536810250807
