epoch,accuracy,loss,val_accuracy,val_loss
0,0.3160855,8.798948576265298,0.3926701545715332,6.26803200157525
1,0.65466815,2.4051552423610194,0.5445026159286499,3.2413341674505105
2,0.7727784,1.3999592252201385,0.4476439654827118,3.6722870085251893
3,0.82789654,1.0018242848335155,0.5157067775726318,2.891672810958942
4,0.8425197,0.8413081365575672,0.5471203923225403,2.663439437356919
5,0.8650169,0.6556624976333537,0.5471203923225403,2.8289398647727766
6,0.9111361,0.3613354464651361,0.5602094531059265,2.6654594506268725
7,0.9156355,0.3133199363108829,0.6308900713920593,2.543123706473106
8,0.8897638,0.46352552864763413,0.554973840713501,3.0344929557820266
9,0.928009,0.25896768765241174,0.518324613571167,3.492582602026575
10,0.9583802,0.12681505850781305,0.5471203923225403,3.607688821423116
11,0.93813276,0.20317987535312285,0.5811518430709839,2.472504614535427
12,0.94938135,0.1895132239057323,0.5890052318572998,3.0893203588056313
13,0.9212598,0.2971497080545491,0.5471203923225403,2.745778404605326
14,0.9538808,0.1689234578623714,0.536649227142334,3.6385884696900535
15,0.9718785,0.0969104114018959,0.4895288050174713,3.6859752507734047
16,0.98537683,0.04551629299828018,0.5994764566421509,2.4718501155913186
17,0.96625423,0.10412586125449871,0.5130890011787415,3.5554921989041475
