epoch,accuracy,loss,val_accuracy,val_loss
0,0.431946,2.0464354853394062,0.6256544589996338,1.4194299956266794
1,0.79077613,0.5783356725834352,0.8324607610702515,0.5228674858028352
2,0.8965129,0.3012111840520318,0.9031413793563843,0.32048945011892865
3,0.9561305,0.13181441405073596,0.9371727705001831,0.3196512548087155
4,0.9775028,0.07166606862479308,0.9057591557502747,0.3712647095400626
5,0.98200226,0.050752176929378404,0.9240837693214417,0.3447592476899711
6,0.97412825,0.06064847626286497,0.8979057669639587,0.5311898832545855
7,0.96850395,0.10226250734678873,0.9424083828926086,0.2634051267194186
8,0.992126,0.037996941911846535,0.9528796076774597,0.2655312615539391
9,0.9966254,0.014676025195971248,0.9528796076774597,0.26492489242428885
10,0.9966254,0.016583570360894345,0.9397905468940735,0.32799106586666005
11,0.9977503,0.011350929512903177,0.9502617716789246,0.2658925554983279
12,1.0,0.004051601564112518,0.945026159286499,0.3405377966649245
13,1.0,0.003187615104547112,0.9424083828926086,0.30345154536098085
14,0.9977503,0.007762910848247994,0.9476439952850342,0.27709575816598864
15,0.9966254,0.01447028427333592,0.9502617716789246,0.28714808119529206
16,0.992126,0.01789373067206063,0.8874345421791077,0.634684874125176
17,0.992126,0.03653212766507714,0.9214659929275513,0.3731865399951086
18,0.9831271,0.04429079542152324,0.9162303805351257,0.39990353397049827
