epoch,accuracy,loss,val_accuracy,val_loss
0,0.35658044,7.075810996432138,0.463350772857666,3.03347944214706
1,0.6940383,2.136463939003789,0.6230366230010986,2.022328613940334
2,0.7829021,1.3282937292843486,0.5785340070724487,2.7212616698280057
3,0.8312711,1.0116498066684392,0.5287958383560181,3.3195275299212073
4,0.83014625,0.9215185699232249,0.5497382283210754,2.9544801761966726
5,0.8841395,0.5829814449874569,0.6518324613571167,2.017048294007466
6,0.8830146,0.5249024454600631,0.6073298454284668,2.407981074917379
7,0.9392576,0.21320128714072825,0.5811518430709839,2.748990981366622
8,0.94713163,0.202391727623206,0.6570680737495422,1.9383244258571046
9,0.928009,0.28113496627059376,0.5445026159286499,3.1840487325378737
10,0.92013496,0.33734633506216,0.727748692035675,1.7222488294721274
11,0.8942632,0.6519970546221975,0.5968586206436157,2.7772465026815523
12,0.89876264,0.6121514512370555,0.6884816884994507,1.8335357948123472
13,0.9505062,0.24926871561845482,0.5209423899650574,4.047349964760985
14,0.9223847,0.35888245909680905,0.5890052318572998,3.0969478072920396
15,0.96062994,0.16254997995123685,0.6910994648933411,1.853648440376002
16,0.98762655,0.027274986406428378,0.6230366230010986,2.4524911361215
17,0.9696288,0.13903780681696848,0.7146596908569336,1.660423439210622
18,0.97075367,0.10685049227744768,0.7068063020706177,2.187488449805694
19,0.9898763,0.038128773710424016,0.6832460761070251,2.0342852644895384
20,0.99550056,0.013258456621657628,0.6282722353935242,2.6715875133794014
