epoch,accuracy,loss,val_accuracy,val_loss
0,0.30933633,3.8046172847897988,0.32722511887550354,2.918552873022269
1,0.56242967,1.1662935353773651,0.4738219976425171,1.3190487386044407
2,0.72440946,0.748080811699008,0.5523560047149658,1.167608678652978
3,0.8256468,0.5131130146765736,0.5968586206436157,1.1200860863580753
4,0.93363327,0.2422014266353088,0.3638743460178375,3.2064695370759013
5,0.94713163,0.15518483170910546,0.5575916171073914,1.594620172890069
6,0.97412825,0.09938132705500075,0.5078533887863159,2.0268288569924717
7,0.9808774,0.06506294081630803,0.46073299646377563,3.6880378361147734
8,0.9595051,0.13481632389622678,0.5471203923225403,2.2811260398145747
9,0.96287966,0.11050156675723326,0.4712041914463043,2.678397751603451
10,0.9730034,0.09757045015307192,0.5392670035362244,2.368727571677163
11,0.98200226,0.053039106400002575,0.5968586206436157,1.822085877987727
12,0.9752531,0.07322308702731696,0.4371727705001831,4.29660578547972
13,0.9786277,0.06765663669066435,0.5445026159286499,2.593560180114826
