epoch,accuracy,loss,val_accuracy,val_loss
0,0.18785152,57.285262877010524,0.3560209572315216,32.91601967936411
1,0.44656917,22.88026427149907,0.554973840713501,17.945694888449463
2,0.6017998,14.314177446612089,0.6413612365722656,13.298848601535976
3,0.70528686,9.728370037872692,0.6727748513221741,11.389616422004101
4,0.7592801,7.015082630585498,0.7303664684295654,9.450931843662762
5,0.791901,5.2450714787160315,0.7513089179992676,8.494603576460435
6,0.7941507,4.494600556162265,0.7565445303916931,7.858109029799856
7,0.84701914,3.451970437246179,0.7408376932144165,7.588964964082728
8,0.84926885,2.761708251084332,0.7748690843582153,7.043465511961133
9,0.89088863,1.989617943059741,0.7696335315704346,6.846831948345244
10,0.88751405,1.6110226297070125,0.7879580855369568,6.229096202950203
11,0.91001123,1.269519090859892,0.7984293103218079,6.647365662439955
12,0.92350954,0.9900316498139113,0.7958115339279175,6.086524633836996
13,0.9325084,0.7201272651039303,0.7984293103218079,5.982257693225801
14,0.9403825,0.6608437479504109,0.8036649227142334,5.787583465975617
15,0.96062994,0.41170886961672,0.7984293103218079,5.489476268828227
16,0.9583802,0.36552426825760453,0.8089005351066589,5.2814468613469785
17,0.9673791,0.305562684207307,0.8219895362854004,5.094229798042337
18,0.97975254,0.19844608018188517,0.8141361474990845,5.374179325802788
19,0.9808774,0.12907949637309848,0.8062826991081238,5.483103814549471
20,0.9831271,0.11589679450546501,0.8089005351066589,5.4141417173815025
21,0.9865017,0.08893776822000264,0.801047146320343,5.28524630980966
22,0.97975254,0.08323278587061521,0.8062826991081238,5.377477124099332
23,0.9887514,0.06235403354796691,0.8141361474990845,5.417606031707444
24,0.992126,0.0290658337307034,0.8036649227142334,5.314921756065329
25,0.9943757,0.029765190402074263,0.8036649227142334,5.288108818194005
26,0.9966254,0.013066208257175253,0.8062826991081238,5.2842830038819635
27,1.0,0.0021277702858866327,0.8115183115005493,5.343357208511592
